,0.01,0.03,0.09,0.3,0.9,3.0,9.0
SeniorCitizen,0.0,0.01490866822884939,0.13731721840349362,0.1764433467633394,0.1871247295837304,0.19088364427996518,0.19245129613058456
gender,0.0,0.0,0.0,-0.016457303429600553,-0.02301414153795157,-0.02435112324392916,-0.023121479606694847
Partner,0.0,0.0,-0.005009292820001789,-0.0172778263466206,-0.020484183427581477,-0.02254801424411014,-0.024991460303153006
Dependents,-0.06513321019245719,-0.20502515558292222,-0.23817183396682043,-0.2345184674000311,-0.23220690345986508,-0.2309670078663396,-0.2298479273545711
tenure,-0.9001780262319294,-0.8423212379743092,-0.9171028477690853,-1.2278284858464756,-1.33771528272841,-1.3831084467387502,-1.4012608672982287
PhoneService,-0.5893573720163919,-0.9229436580771179,-1.0736618153473692,-1.1782162420217699,-1.1167184236271466,-0.6598010763092569,0.024787567310085287
MultipleLines,0.0,0.0,0.07181812826322609,0.13157590925242024,0.17077795763125048,0.28981686583207605,0.46372101825292295
InternetService_DSL,0.0,-0.02051102480332051,-0.03665166515086238,0.0,0.14794594754244927,0.7732458719939327,1.6474625040900834
InternetService_Fiber optic,0.0,0.0,0.0,0.07105245496023678,0.33787855152863705,1.5292746161169575,3.2636013354618743
OnlineSecurity,-0.2965650628202206,-0.4812168415800268,-0.539860746813477,-0.5633697546735469,-0.5499885211236601,-0.4432293393875535,-0.27298521447706686
OnlineBackup,0.0,-0.1699405440528039,-0.2591188267032619,-0.31033952653768737,-0.30516028969696396,-0.2006001211132525,-0.032639797922035196
DeviceProtection,0.0,-0.02583428349186386,-0.09327796142286505,-0.12019770470405108,-0.10448658886246982,0.0,0.17292681851987426
TechSupport,-0.3379160470340193,-0.49655193277930737,-0.5358054507798788,-0.538006361770459,-0.5143703366477608,-0.4022621261687432,-0.2301292978957548
StreamingTV,0.0,0.0,0.0,-0.019027403763478477,0.0,0.22695755305681112,0.570116820248632
StreamingMovies,0.0,0.0,0.0,-0.051241478953721505,-0.01810186801859237,0.19778823304280094,0.5423723248388159
Contract_Month-to-month,0.08321997676829486,0.6083623677812949,0.8144675319097887,1.1570567066275463,1.3240271408579527,1.381494308291571,1.4011385107305978
Contract_One year,0.0,0.0,0.0,0.35990477187039277,0.5456714656311656,0.6140241230415336,0.6369603302327326
PaperlessBilling,0.0,0.07012291116873558,0.21799962920178217,0.27257993267496883,0.2889099734072724,0.2912732025786406,0.29043640744419147
PaymentMethod_Bank transfer (automatic),0.0,0.0,-0.016358266288634654,-0.045349561563447716,-0.06191155129118238,-0.07237782459183861,-0.07657524972922175
PaymentMethod_Credit card (automatic),0.0,0.0,0.0,-0.003256983449647816,-0.019701324596703224,-0.029432833580321602,-0.03275096342521727
PaymentMethod_Electronic check,0.05554348517304619,0.2559340262556649,0.3097862249218077,0.3225652017645171,0.31807798037686685,0.3107128303503774,0.3076162280968892
MonthlyCharges,0.7789888276954929,0.9376926975584173,0.9528355298717899,0.8634303384843223,0.7002195540764788,0.0,-1.0408977275026507
TotalCharges,0.0,0.0,0.09271085362318089,0.4793843535474509,0.6177841340154453,0.6748736745570489,0.6948802326459814
